BAE,DataID,Divisi,EfekEmiten_EBA,EfekEmiten_ETF,EfekEmiten_Obligasi,EfekEmiten_Saham,EfekEmiten_SPEI,Industri,SubIndustri,Email,Fax,id,JenisEmiten,KegiatanUsahaUtama,KodeDivisi,KodeEmiten,NamaEmiten,NPKP,NPWP,PapanPencatatan,Sektor,SubSektor,TanggalPencatatan,Telepon,Website,Status,Logo
PT. Datindo Entrycom,0,,False,False,False,True,False,Pakaian & Barang Mewah,Tekstil,tunaryo@apf.co.id,021-579.38565,0,,Industri Serat Sintetis,,POLY,Asia Pacific Fibers Tbk,,01.254.040.7-092.000,Pengembangan,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,1991-03-12T00:00:00,021-579.38555,www.asiapacificfibers.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/POLY.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,contact.pai@pooladvista.com,021-53663180,0,,Investasi,,POOL,Pool Advista Indonesia Tbk,,01.313.259.2-054.000,Pengembangan,Keuangan,Perusahaan Holding & Investasi,1991-05-20T00:00:00,021-86026300,www.pooladvista.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/POOL.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Operator Infrastruktur Transportasi,Operator Pelabuhan,cs@nusantaraport.id ,(021) 2243 5525,0,,"Perdagangan Umum, Jasa Perusahaan Bongkar Muat dari dan ke Kapal, Jasa Pengelolaan dan Pelayanan Kepelabuhan (Badan Usaha Pelabuhan) serta bidang industri rekondisi alat pengangkat dan alat pemindah serta jasa reparasi dan perawatan alat pengangkatan dan alat pemindah.",,PORT,PT Nusantara Pelabuhan Handal Tbk.,,02.188.646.0-013.000,Pengembangan,Infrastruktur,Infrastruktur Transportasi,2017-03-16T00:00:00,(021) 2243 5010,https://www.nusantaraport.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PORT.jpg
PT. Ficomindo Buana Registrar,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corporatesecretary@posagroups.com,0,0,,"bidang usaha properti pusat perbelanjaan, hotel, dan kegiatan/fasilitas lainnya",,POSA,PT Bliss Properti Indonesia Tbk.,,31.216.056.7-013.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2019-05-10T00:00:00,021-39737007,www.blisspropertiindonesia.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/POSA.jpg
PT. Datindo Entrycom,0,,False,False,True,True,False,Utilitas Listrik,Utilitas Listrik,corpsec@listrindo.com,+62215224440,0,,"Industri pusat pembangkit tenaga listrik, pemasaran dan pendistribusian tenaga listrik, agen",,POWR,PT Cikarang Listrindo Tbk.,,01.547.702.9-062.000,Utama,Infrastruktur,Utilitas,2016-06-14T00:00:00,+62215228122,www.listrindo.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/POWR.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Logistik & Pengantaran,Logistik & Pengantaran,corporate@pgl-logistic.com ,-,0,,Jasa Pengurusan Transportasi,,PPGL,PT Prima Globalindo Logistik Tbk.,,73.546.150.1-042.000 ,Akselerasi,Transportasi & Logistik,Logistik & Pengantaran,2020-07-20T00:00:00,021 4609736,www.pgl-logistic.com ,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PPGL.jpg
,0,,False,False,True,True,False,Konstruksi Bangunan,Konstruksi Bangunan,headoffice@pp-presisi.co.id,0218230353,0,,"Konstruksi, Engineering Procurement & Construction (EPC), pekerjaan mekanikal-elektrical, jasa transportasi/angkutan, jasa penyewaan, perdagangan, pertambangan.",,PPRE,PT PP Presisi Tbk.,,02.378.927.4-007.000,Utama,Infrastruktur,Konstruksi Bangunan,2017-11-24T00:00:00,0218414119,www.pp-presisi.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PPRE.jpg
,0,,False,False,True,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,investor.relations@pp-properti.com,(021) 8415 606,0,,Real Estate,,PPRO,PT PP Properti Tbk.,,03.276.313.8-093.000,Utama,Properti & Real Estat,Properti & Real Estat,2015-05-19T00:00:00,(021) 8779 2734,www.pp-properti.com ,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PPRO.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Komponen Otomotif,Suku Cadang Otomotif,corsec@panther-wheels.net,(031) 8531877;  (031) 853-4166,0,,Automotive and Components,,PRAS,Prima Alloy Steel Universal Tbk,,01.233.305.0-054.000,Utama,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,1990-07-12T00:00:00,"(031) 853-70-88, 854-44-08, 525-77-34
",www.panther-wheels.net,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PRAS.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,sekretaris.corp@primayahospital.com,(+62 21) 428 70578,0,,"Bergerak di bidang aktivitas perusahaan holding, aktivitas konsultasi manajemen lainnya, dan jasa pelayanan kesehatan melalui
Perusahaan Anak",,PRAY,PT Famon Awal Bros Sedaya Tbk,,01.812.859.5-027.000,Utama,Kesehatan,Jasa & Peralatan Kesehatan,2022-11-08T00:00:00,(+62 21) 421 7746/47,https://primayahospital.com/,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PRAY.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,investor.relation@prodia.co.id,021-3144181,0,,Jasa pelayanan dan penyelenggaraan kesehatan dan jasa pelayanan penunjang kesehatan lainnya untuk kepentingan masyarakat luas.,,PRDA,PT Prodia Widyahusada Tbk.,,01.349.656.7-073.000,Utama,Kesehatan,Jasa & Peralatan Kesehatan,2016-12-07T00:00:00,021-3144182,www.prodia.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PRDA.jpg
PT. Bima Registra,0,,False,False,False,True,False,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,corsec@royalprima.com,(021) 80013181,0,,Jasa Pelayanan Kesehatan,,PRIM,PT Royal Prima Tbk.,,74.986.378.3-091.000,Pengembangan,Kesehatan,Jasa & Peralatan Kesehatan,2018-05-15T00:00:00,(021) 88813182/2,www.royalprima.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PRIM.jpg
,0,,False,False,True,True,False,Logam & Mineral,Emas,-,(021) 5153759,0,,Pertambangan Emas,,PSAB,J RESOURCES ASIA PASIFIK Tbk,-,-,Pengembangan,Barang Baku,Barang Baku,2003-04-22T00:00:00,(021) 5153335,-,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PSAB.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Makanan Olahan,Makanan Olahan,corp_sec@prasidha.co.id; nanny@prasidha.co.id,"021 - 5274948, 2523428",0,,Industri dan Perdagangan,,PSDN,Prasidha Aneka Niaga Tbk,-,01.129.568.0-054.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,1994-10-18T00:00:00,"021-579-04-478, 5790-44-88 
",http://www.prasidha.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PSDN.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,corporate.secretary@palmaserasih.co.id,+62 21 2854 6081,0,,Perkebunan dan industri pengolahan minyak kelapa sawit melalui entitas anak,,PSGO,PT Palma Serasih Tbk.,S-1060PKP/WPJ.04/KP.0203/2019,02.604.561.7-018.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2019-11-25T00:00:00,+62 21 2854 6080,www.palmaserasih.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PSGO.jpg
,0,,False,False,False,True,False,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",	nancy.nataleo@redplanetindonesia.com,7237797,0,,Hotel and Tourism,,PSKT,PT Red Planet Indonesia Tbk,a,	01.347.001.8-054.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,1995-09-19T00:00:00,	021 2949 8800,www.redplanetindonesia.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PSKT.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Batu Bara,Distribusi Batu Bara,corsec@ptpss.co.id,+62 21 80600801,0,,Jasa Angkutan Laut,,PSSI,PT Pelita Samudera Shipping Tbk,,02.596.644.1-062.000,Utama,Energi,"Minyak, Gas & Batu Bara",2017-12-05T00:00:00,+62 21 80600800 ,http://www.ptpss.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PSSI.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Batu Bara,Produksi Batu Bara,corsec@bukitasam.co.id,021 - 5254002,0,,Pertambangan Batubara(Coal Mining),,PTBA,Bukit Asam Tbk,-,01.000.011.5-051.000,Utama,Energi,"Minyak, Gas & Batu Bara",2002-12-23T00:00:00,(021) 5254014,www.ptba.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PTBA.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Konstruksi Bangunan,Konstruksi Bangunan,corsec@djasaubersakti.co.id,0217508037,0,,Bergerak Dalam Bidang Konstruksi dan Perusahaan Holding,,PTDU,PT Djasa Ubersakti Tbk,,01.300.818.0-062.000,Pengembangan,Infrastruktur,Konstruksi Bangunan,2020-12-08T00:00:00,0217660114,http://djasaubersakti.co.id/,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PTDU.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Batu Bara,Distribusi Batu Bara,straits@indosat.net.id,021-65311265,0,,Jasa kelautan yang terintegrasi dan pelayanan dukungan logistik,,PTIS,Indo Straits Tbk,-,01.061.528.4-059.000,Utama,Energi,"Minyak, Gas & Batu Bara",2011-07-12T00:00:00,021-65311285,www.indostraits.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PTIS.jpg
,0,,False,False,True,True,False,Konstruksi Bangunan,Konstruksi Bangunan,corsec@ptpp.co.id,021-8403890,0,,Jasa Konstruksi,,PTPP,PP (Persero) Tbk,,01.001.613.7-093.000,Utama,Infrastruktur,Konstruksi Bangunan,2010-02-09T00:00:00,021-8403883,www.ptpp.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PTPP.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Konstruksi Bangunan,Konstruksi Bangunan,corsec@pratamawidya.com,021-557 01567,0,,Jasa pelaksana konstruksi,,PTPW,PT Pratama Widya Tbk.,,01.310.052.4-039.000,Pengembangan,Infrastruktur,Konstruksi Bangunan,2020-02-07T00:00:00,021-557 82407/18,www.pratamawidya.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PTPW.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,"Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",corporate.secretary@petrosea.com,021-29770988,0,,Jasa Konstruksi,,PTRO,Petrosea Tbk,0,01.001.703.6-091.000,Utama,Energi,"Minyak, Gas & Batu Bara",1990-05-21T00:00:00,021-29770999,www.petrosea.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PTRO.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Peralatan Jaringan,Peralatan Jaringan,corporate.secretary@satnusa.com,-,0,,Industri Perakitan Elektronik,,PTSN,Sat Nusapersada Tbk,,01.530.807.5-054.000,Utama,Teknologi,Perangkat Keras & Peralatan Teknologi,2007-11-08T00:00:00,0778-5708888,http://www.satnusa.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PTSN.jpg
PT. EDI Indonesia,0,,False,False,False,True,False,Pariwisata & Rekreasi,Rumah Makan,k_cendra@pioneerindo.com,5366-2012,0,,Food and Beverages,,PTSP,Pioneerindo Gourmet International Tbk,0,01.375.584.8-054.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,1994-05-30T00:00:00,"5366-8999, 5366-2013",www.cfcindonesia.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PTSP.jpg
PT. EDI Indonesia,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,erna@pudjiadiprestige.co.id; info@pudjiadiprestige.co.id,021 - 6240981,0,,Property dan Real Estate,,PUDP,Pudjiadi Prestige Tbk,-,01.318.007.0-054.000,UTAMA,Properti & Real Estat,Properti & Real Estat,1994-11-18T00:00:00,021 - 6241030,www. pudjiadiprestige.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PUDP.jpg
PT. Bima Registra,0,,False,False,False,True,False,Logistik & Pengantaran,Logistik & Pengantaran,info@puratrans.com,(031) 99850898,0,,Transportasi,,PURA,PT Putra Rajawali Kencana Tbk.,,31.531.863.4-615.000,Pengembangan,Transportasi & Logistik,Logistik & Pengantaran,2020-01-22T00:00:00,(031) 99013573,http://puratrans.com/,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PURA.jpg
PT. Bima Registra,0,,False,False,False,True,False,Logam & Mineral,Logam & Mineral Lainnya,corporate@trinitanmetals.com,+62 21 867 0562,0,,Bergerak dalam usaha pengolahan logam dan mineral,,PURE,PT Trinitan Metals and Minerals Tbk,,21.107.952.0-431.000,Utama,Barang Baku,Barang Baku,2019-10-09T00:00:00,+62 21 867 8999,www.trinitanmetals.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PURE.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corser@puriglobalsukses.com,0,0,,"Bergerak dalam bidang real estat, konstruksi, pembangunan, pengembang, jasa dan investasi",,PURI,PT Puri Global Sukses Tbk,,75.255.884.1-225.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2020-09-08T00:00:00,(0778) 4801509,www.puriglobalsukses.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PURI.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,"Minartobasuki@pakuwon.com
reniepoegoeh@pakuwon.com",No. Fax (031) 58208798,0,,Property dan Real Estate,,PWON,Pakuwon Jati Tbk,-,01.232.504.9-054.000,UTAMA,Properti & Real Estat,Properti & Real Estat,1989-10-09T00:00:00,No. Tel (031) 58208788,www.pakuwonjati.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PWON.jpg
,0,,False,False,True,True,False,Farmasi,Farmasi,corsec@pyfa.co.id,-,0,,Farmasi,,PYFA,Pyridam Farma Tbk,,01.313.863.1-054.000,Pengembangan,Kesehatan,Farmasi & Riset Kesehatan,2001-10-16T00:00:00,(+6221) 50991067,www.pyfa.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PYFA.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Pariwisata & Rekreasi,Rumah Makan,corsec@sarimelatikencana.co.id,-,0,,"Bergerak dalam bisnis restoran, katering, pergudangan, distribusi, dan industri makanan dan pengolahan bahan makanan (termasuk roti dan kue)",,PZZA,PT Sarimelati Kencana Tbk.,,01.323.964.5-092.000,Utama,Barang Konsumen Non-Primer,Jasa Konsumen,2018-05-23T00:00:00,021-50966789,http://www.sarimelatikencana.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/PZZA.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Pariwisata & Rekreasi,Rumah Makan,corporatesecretary@skbfood.id,(021) 7463 7390,0,,Perdagangan dan Jasa,,RAFI,PT Sari Kreasi Boga Tbk,,83.328.015.9-016.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,2022-08-05T00:00:00,(021) 7463 7390,www.skbfood.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RAFI.jpg
PT. Ficomindo Buana Registrar,0,,False,False,False,True,False,Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,corsec@raja.co.id,021 2357 9803,0,,Jasa Konstruksi/Penyewaan,,RAJA,Rukun Raharja Tbk,0,01.581.976.6-054.000,Utama,Energi,"Minyak, Gas & Batu Bara",2006-04-19T00:00:00,021 2929 1053,www.raja.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RAJA.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Department Store,Department Store,setyadi.surya@ramayana.co.id ,-,0,,"Perdagangan Umum, ritel, kafe restoran",,RALS,Ramayana Lestari Sentosa Tbk,-,01.365.481.9-092.000 ,Utama,Barang Konsumen Non-Primer,Perdagangan Ritel,1996-07-24T00:00:00,3914566,http://www.ramayana.co.id ,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RALS.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Perdagangan Ritel Barang Primer,Supermarket,corp_sec@ranchmarket.co.id,(62-21) 5835 0999,0,,Distribusi dan perdagangan eceran dengan format pengelola jaringan,,RANC,Supra Boga Lestari Tbk,S-27PKP/WPJ.07/KP.0803/2015,01.821.420.5-054.000,Pengembangan,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,2012-06-07T00:00:00,(62-21) 5835 1999,Website: www. ranchmarket.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RANC.jpg
PT. Sirca Datapro Perdana,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corsec@ristiagroup.com,7511025,0,,Property dan Real Estate,,RBMS,Ristia Bintang Mahkotasejati Tbk,-,01.375.078.1-054.000,Utama,Properti & Real Estat,Properti & Real Estat,1997-12-19T00:00:00,"7511441, 7505000",www.ristiagroup.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RBMS.jpg
PT. Bima Registra,0,,False,False,False,True,False,Logistik & Pengantaran,Logistik & Pengantaran,corpsecretary@utamaradarcahaya.com,(021) 57930077,0,,Bergerak di Bidang Jasa Pengurusan Transportasi,,RCCC,PT Utama Radar Cahaya Tbk,,31.509.887.1-007.000,Akselerasi,Transportasi & Logistik,Logistik & Pengantaran,2022-08-02T00:00:00,(021) 57930507,www.utamaradarcahaya.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RCCC.jpg
PT. Blue Chip Mulia,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,geno@rodavivatex.co.id,"(021) 25532255, 25532266",0,,Perdagangan,,RDTX,Roda Vivatex Tbk,,01.105.448.3-054.000,Utama,Properti & Real Estat,Properti & Real Estat,1990-05-14T00:00:00,(021) 25532222 (Hunting) ,http://www.rodavivatex.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RDTX.jpg
PT. Bima Registra,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corporate.secretary@repowerasiaindonesia.com,(021) 2503 3399,0,,Real Estat yang dimiliki sendiri atau disewa,,REAL,PT Repower Asia Indonesia Tbk.,,70.676.823.1-412.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2019-12-06T00:00:00,(021) 2503 3198,http://repowerasiaindonesia.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/REAL.jpg
PT. Bima Registra,0,,False,False,False,True,False,Jasa Investasi,Bank Investasi & Perantara Perdagangan,corsec@reliancesekuritas.com,021-29119951,0,,Securities Company,,RELI,Reliance Sekuritas Indonesia Tbk,-,01.349.347.3-054.000,Utama,Keuangan,Jasa Investasi,2005-07-13T00:00:00,021-29520558,www.reliancesekuritas.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RELI.jpg
PT. Raya Saham Registrar (dulu bernama PT. Risjad Salim Registra,0,,False,False,True,True,False,,,rpg@cbn.net.id,(021) 633-8642; 6332246,0,,Industri Pakaian Jadi,,RICY,Ricky Putra Globalindo Tbk,,01.319.696.9-054.000,UTAMA,MISCELLANEOUS INDUSTRY,"TEXTILE, GARMENT",1998-01-22T00:00:00,"(021) 634-37-35 (Direct) 634-23-30, 632-77-70 (24 Lines)",,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RICY.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Batu Bara,Distribusi Batu Bara,rtacc@rigtenders.co.id,-,0,,Transportation,,RIGS,Rig Tenders Tbk,,01.002.171.5-054.000,Pengembangan,Energi,"Minyak, Gas & Batu Bara",1990-03-05T00:00:00,021-2527628; 021-2527402,www.rigtenders.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RIGS.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,,,pahalasilaban@yahoo.co.id,021 - 3519555,0,,Retail Trade ,,RIMO,PT Rimo International Lestari Tbk.,0,01.322.971.1-054.000,PENGEMBANGAN,"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,2000-11-10T00:00:00,021 - 3518001,http://www.rimo.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RIMO.jpg
PT. Bima Registra,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corsec@tanrise.com,031 8545792,0,,"Pengembangan, Jasa dan Pengelolaan Properti dan real estate",,RISE,PT Jaya Sukses Makmur Sentosa Tbk.,,02.210.878.1-641.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2018-07-09T00:00:00,031 8544400,http://www.tanrise.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RISE.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Rokok,Rokok,id_corpsec@bat.com,(021) 22770111,0,,"aktivitas konsultasi manajemen, perdagangan umum, pembangunan, perindustrian, pertanian, pengangkutan, percetakan, multimedia melalui perangkat satelit dan perangkat telekomunikasi lainnya, jasa dan industri",,RMBA,Bentoel International Investama Tbk,,01.329.700.7-054.000,Utama,Barang Konsumen Primer,Rokok,1990-03-05T00:00:00,(021) 5268388,www.bentoelgroup.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RMBA.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Batu Bara,Distribusi Batu Bara,rmk@ptrmk.com,(021) 582 2555,0,,Bergerak dalam bidang pertambangan batubara dan aktivitas perusahaan holding,,RMKE,PT RMK Energy Tbk,,21.103.657.9-086.000,Utama,Energi,"Minyak, Gas & Batu Bara",2021-12-07T00:00:00,(021) 582 2555,www.rmkenergy.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RMKE.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corsec@rockfields.co.id,+62 21 2978 3001,0,,Real estate dan properti melalui Entitas anak,,ROCK,PT Rockfields Properti Indonesia Tbk.,,03.344.468.8-063.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2020-09-10T00:00:00,+62 21 2978 3000,www.rockfields.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ROCK.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,kwan_silvana@yahoo.com,021-29022888,0,,Property dan Real Estate,,RODA,Pikko Land Development Tbk,-,01.621.610.3-054.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2001-10-22T00:00:00,021-52970288,-,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RODA.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Konstruksi Bangunan,Konstruksi Bangunan,corporate@aeslergroup.com,0,0,,Arsitektur,,RONY,PT Aesler Grup Internasional Tbk,,83.013.970.5-067.000,Pengembangan,Infrastruktur,Konstruksi Bangunan,2020-04-09T00:00:00,+62 21 29183111,www.aeslergroup.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RONY.jpg
,0,,False,False,True,True,False,Makanan Olahan,Makanan Olahan,corporate.secretary@sariroti.com,021- 89844955,0,,Industri Makanan dan Minuman,,ROTI,PT Nippon Indosari Corpindo Tbk,,01.070.996.2-054.000,Utama,Barang Konsumen Primer,Makanan & Minuman,2010-06-28T00:00:00,"021- 89983876, 89844953",www.sariroti.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ROTI.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,corporate.secretary@grhakedoya.com,(021)56982233,0,,Bergerak di bidang Aktivitas Rumah Sakit Swasta; Aktivitas Praktik Dokter Umum; Aktivitas Praktik Dokter Spesialis;Aktivitas Praktik Dokter Gigi; Aktivitas Pelayanan Kesehatan yang dilakukan oleh Paramedis;Perdagangan Eceran Barang Farmasi di Apotek; dan Aktivitas Poliklinik Swasta.,,RSGK,PT Kedoya Adyaraya Tbk,,015394174038000,Utama,Kesehatan,Jasa & Peralatan Kesehatan,2021-09-08T00:00:00,(021)29910999,www.grhahospitals.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RSGK.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,"Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",corsec@radiant.co.id; mona.nazaruddin@radiant.co.id,7191002,0,,Kontraktor penambangan,,RUIS,Radiant Utama Interinsco Tbk,0,01.371.814.3-081.000,Pengembangan,Energi,"Minyak, Gas & Batu Bara",2006-07-12T00:00:00,7191020, www.radiant.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RUIS.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Perangkat Lunak,Perangkat Lunak,corporate.secretary@runsystem.id,,0,,"Perusahaan yang bergerak di bidang Informasi dan Komunikasi serta Perdagangan Besar dan Eceran Piranti Lunak, Komputer dan Perlengkapannya",,RUNS,PT Global Sukses Solusi Tbk,,70.935.416.1-542.000,Akselerasi,Teknologi,Perangkat Lunak & Jasa TI,2021-09-08T00:00:00,(0274) 5306454,www.runsystem.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/RUNS.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Pengangkutan Darat Penumpang,Transportasi Jalanan,steady_safetbk@yahoo.com,021-27883410,0,,Transportation,,SAFE,Steady Safe Tbk,PEM-320-20/pj./2002,01.000.927.2-054.000,PENGEMBANGAN,Transportasi & Logistik,Transportasi ,1994-08-15T00:00:00,021-27883411,www.steadysafe.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/SAFE.jpg
PT. Bima Registra,0,,False,False,False,True,False,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,corsec@emc.id,(021) 29779969,0,,Aktivitas Kesehatan Manusia,,SAME,Sarana Meditama Metropolitan Tbk,S-337PKP/WPJ.07/KP.0803/2018,01.391.523.6-054.000,Pengembangan,Kesehatan,Jasa & Peralatan Kesehatan,2013-01-11T00:00:00,(021) 29779977,www.emc.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/SAME.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Barang Kimia,Barang Kimia Pertanian,corsec@saraswanti.com,(031) 82516555,0,,"Produksi, Pemasaran dan Perdagangan Pupuk",,SAMF,PT Saraswanti Anugerah Makmur Tbk.,,01.829.333.2-641.000,Utama,Barang Baku,Barang Baku,2020-03-31T00:00:00,(031) 82516888,www.saraswantifertilizer.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/SAMF.jpg
